;Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
134;Latin America & Caribbean;LCN;GDP (constant 2015 US$);NY.GDP.MKTP.KD;721148214875,016;765530238335,2264;798495994061,7552;814533376088,799;873171012724,7051;922462437781,724;967986044645,9407;1009768951074,8323;1081170332311,4485;1155722620557,2915;1231049164179,5688;1316584679713,4429;1410895991108,736;1523999805416,5237;1619688259976,183;1677147652495,4978;1768685673433,88;1855306312242,2803;1937938386848,5083;2080305030164,6692;2219911092259,889;2237999662032,5557;2231486496056,97;2188686302079,0005;2273493028463,9688;2346867482905,175;2436842793559,0913;2515606123108,534;2531247001600,979;2576726770373,2734;2564451302609,7974;2641234896682,043;2708463844750,9536;2821559229212,4917;2973356922755,7715;2998617908160,671;3120400394491,864;3285529086989,874;3372614538691,582;3394110301760,5913;3515472335221,278;3532689569102,2373;3551154500561,8896;3640692564457,6533;3844946407467,2866;3999067933287,1714;4201892594404,9;4423536585213,815;4587993386925,3125;4495754692427,923;4784694241262,999;4997383294385,558;5122625186196,769;5269942047411,802;5341901883445,191;5370990480732,641;5362789017257,93;5463389364056,467;5552189971999,874;5596468714863,737;5220250174910,93;
135;Least developed countries: UN classification;LDC;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;253616433733,08698;260222958057,5221;263541727373,69858;269059541769,9379;275394202448,6197;279889365317,68463;289879780936,55804;301736651137,0757;309587829501,39746;315734098162,6402;317386668765,3638;322964678259,10376;324188139456,1921;321703500793,61816;324806566684,01013;344273694085,63275;364079875880,69586;381207153453,4207;396309431290,0265;412019763013,9419;429056242640,48645;451223607139,3911;474486601482,1278;497804146570,48816;530271674304,20807;570916516118,9869;611070021791,8287;657027195358,592;700622934347,9222;729790918245,8245;775234885053,9437;800999829152,0902;826832423044,9149;874135674769,6488;922954301120,3811;945449345818,9487;981654588900,6974;1025562456394,6372;1071885617521,8427;1125732310594,0457;1133516487183,004;
136;Low income;LIC;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;151038101166,7347;153216509363,38556;156224685066,36984;154724701939,19843;155473294842,22797;160174190783,33472;168798702456,69666;175142073178,24136;176894892099,74103;174300634082,78665;176795489170,40256;178143819703,6216;180651174085,13626;184375658731,39145;193646171332,69458;204626861130,47418;214273317273,84525;222493423524,9682;227952991433,54617;234724713560,45764;245876994013,29907;256153143491,62177;268244077541,74918;284525995199,99164;303203401828,288;320849291482,4021;340537970209,84174;359261230807,8442;373625672236,57294;399534532497,2149;402572553516,6693;389462527926,6221;402726164126,7928;420241725152,176;418166107033,5122;427446175467,343;440837155330,9934;456458468219,29626;476617321590,81757;479579088858,0215;
137;Liechtenstein;LIE;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6268391521,197007;;;;;;
138;Sri Lanka;LKA;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;6243486562,268359;6481864100,319661;6644996323,946902;6904578708,840028;7079744662,474758;7435416127,122913;7914184387,269025;8373293676,109755;9019445648,83592;9366390337,945974;9488800199,274193;9449850579,918938;10116764234,065025;10505837872,7174;11149449996,736994;11521296049,500483;12108950154,507872;12793570440,740072;13612814006,680475;14408622723,033754;15229845744,015905;15860589150,611998;16624116480,290695;17471804544,02327;18345291053,20347;19144328812,08488;19474685396,78661;19956233028,73796;20415086976,916912;21721651585,34717;22720844787,57282;23720559970,573837;25357293612,265457;26777281445,973213;28250054748,32826;29323547564,224487;31201837991,266476;32667832338,29629;34072725697,79856;36117100538,23138;35558943928,696884;36968740732,71573;39164783406,841125;41297329862,70032;43875005141,899;47239468607,36928;50450253148,13197;53452087679,86105;55343710053,33915;59780043793,04959;64804396873,69889;70730481764,6747;73132299827,34282;76760174257,59966;80604080688,57747;84220491206,12079;87234043286,14784;90088341599,9213;92119992734,643;88832160056,32603;
139;Lower middle income;LMC;GDP (constant 2015 US$);NY.GDP.MKTP.KD;611373395927,3986;633591162785,1915;653702142116,2458;695448249864,4756;742060548289,2203;771275616651,1869;791100458808,6056;817469402067,2019;869740154283,1846;950402255317,9508;1034258675331,9789;1097807515795,2921;1159184641220,4355;1225423121500,5847;1294069716057,1738;1325120874896,035;1434704190229,5237;1490263907741,8901;1497619717808,0635;1498797794371,0835;1498334763415,2593;1524874363424,3635;1601055062047,5967;1658004627374,4912;1687678664146,8218;1747933893861,2983;1786980117236,4626;1844495007074,3071;1932802095980,4126;2024030635389,672;2122313482158,3704;2172984543940,8362;2232770577813,793;2265703717136,443;2319789959854,8296;2427137861295,481;2568621830454,4937;2659325836424,9556;2694651802670,1147;2807239385102,2197;2931632186011,1387;3048034763764,8022;3194038992245,528;3391204007404,5713;3614256694976,448;3836377480173,5615;4085735679223,893;4366815683615,697;4551798390524,055;4761195122515,106;5074956467112,846;5318503487999,14;5544086040009,411;5826738640766,045;6148957220729,758;6458585149777,875;6842018337137,115;7196398002315,698;7528216259736,683;7796543762641,458;7530226915518,907;
140;Low & middle income;LMY;GDP (constant 2015 US$);NY.GDP.MKTP.KD;2017453855913,7656;2038024921403,5156;2110823558742,8757;2209261513201,7236;2379838160056,715;2521257088211,4897;2642470010768,4277;2727538544250,7217;2885109826256,56;3123703406775,792;3384138818771,629;3603510108583,7886;3823959648224,884;4093328418510,1973;4335458575189,231;4512251407395,537;4785226788782,359;4996748362135,049;5170951943677,835;5406084176340,976;5647108724832,483;5765574001932,738;5933911758294,265;6039274051104,379;6321565079948,793;6602787598334,972;6867771667786,486;7199988105808,612;7495971103020,081;7721367265727,845;7880887268300,656;7985523386944,158;8103988572447,77;8380207574036,207;8662109953755,539;8998942102598,191;9487513461304,428;9967951014068,555;10224938057401,363;10606416479691,9;11220383028294,104;11641016569982,586;12194777702798,375;12921472873221,69;13918122506637,135;14928686216450,455;16153541554555,02;17586878384857,982;18636155186367,09;19224727714524,164;20731011883051,586;22036231527768,59;23201378929187,312;24466936552849,26;25671487226891,293;26797210771637,812;28033799042989,293;29482762054661,848;30906443663630,055;32139450441501,08;31704873343554,156;
141;Lesotho;LSO;GDP (constant 2015 US$);NY.GDP.MKTP.KD;193522651,50665215;197131452,5572202;227355280,83806142;251489203,0359157;272239874,2488637;278104208,5421284;276976436,48976445;307200275,63263696;306072481,8562114;310809065,8211737;317575600,37708014;333815520,10352206;333138848,1824795;421103764,8231697;467341332,7670166;404187173,1756841;448846336,0031636;546735390,3607304;646880227,7876989;665600416,1702023;647331154,1265303;651827763,2491782;680881055,6631364;694404479,2917651;732839057,7186987;751967984,3131357;787196601,8188134;792940997,5700592;861149140,52287;911054837,9284892;966132415,1758506;1033439064,735461;1105328857,6858466;1144123319,400897;1212540442,3238044;1252444403,1311016;1322544164,2401075;1371525957,463991;1392615303,6962698;1399244502,1170645;1453472877,8425117;1505239509,008607;1516134973,8813264;1585267344,848429;1612096000,4954777;1667973222,3910856;1738530071,8391113;1811338223,378863;1911360830,894204;1887363416,1119285;1986757270,543831;2078431262,3568218;2210096177,0084825;2249712845,938716;2288195174,1372137;2359759799,0422373;2444436584,237717;2367633610,308494;2338674200,2369905;2329753748,893669;2105770361,0141501;
142;Late-demographic dividend;LTE;GDP (constant 2015 US$);NY.GDP.MKTP.KD;927793544650,9257;888429228458,0499;915266490908,568;954018322775,9097;1026014770614,9369;1097483412054,746;1185801976273,0476;1205386056281,0747;1267069210187,4155;1396816573247,9946;1554261351963,7766;1680768398392,922;1807245429348,7554;1971806715148,7947;2079883943788,1594;2182751535743,5474;2325566391624,7524;2483029994702,0347;2647450843137,2383;2847273229977,317;3083451749044,01;3102200726447,6924;3173169510551,6167;3226962242972,251;3483219818909,6714;3747424060632,512;3964780690417,5176;4221373556086,066;4449644618132,556;4647614505178,578;4669338396162,657;4718143954699,206;4750571258501,122;4958969243489,245;5181522732109,161;5474819936182,797;5752416079997,515;6069652866056,614;6238693484221,068;6527411496821,081;6983271311975,977;7345813014076,63;7785823318725,86;8316153952561,067;8997834303868,62;9695405379427,69;10597058206940,58;11681463320320,203;12491115655423,684;12953788351899,32;13997873891700,643;15000331658530,084;15877921820239,469;16777323105864,871;17648599728177,867;18473177551530,227;19294159346815,688;20315920717850,016;21411784951276,227;22420093878005,555;22451939591420,723;
143;Lithuania;LTU;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17913320835,87343;18837373099,266006;20402932401,86327;21928206400,914833;21677880321,5578;22478991899,59178;23945995391,14061;25562688814,32811;28263631519,62108;30120407999,15936;32449428669,36014;34855268683,56912;38726810730,70623;39739293390,5074;33842535273,85467;34401356974,39842;36478857729,37186;37881055682,49217;39225860752,80623;40613283322,762085;41435533340,38826;42479223269,26404;44298437189,89021;46067411257,315994;48174429493,23161;48110631392,50778;
144;Luxembourg;LUX;GDP (constant 2015 US$);NY.GDP.MKTP.KD;8012571678,812952;8319451821,7288475;8432486355,976018;8722488714,411186;9408584745,444748;9339437894,444403;9442723122,190285;9463188412,647625;9859116143,339602;10842351790,782825;12045251394,033588;12366526384,694525;13182494340,333977;14278311403,8371;14879781670,383583;13901975726,466005;14254298216,345303;14478058119,04921;15068034941,561708;15421472491,896084;15551149030,013662;15465469116,060928;15640430422,809366;16107934774,403116;17104522552,533195;17582030272,34882;19337409478,32577;20101425602,3746;21802666126,853504;23938905603,76952;25212438894,528503;27391849518,018738;27890285979,49022;29061859473,652325;30172289931,43787;30604417464,51404;31032290015,65467;32714188401,91131;34897700894,55818;37750651303,918335;40369840661,378494;41610952875,960526;42953079582,15662;44078183347,92068;45943524157,46169;47084244317,1613;49917169128,35857;53959794734,691376;53797820276,327705;52055333610,13982;54012829450,86326;54576884723,71209;55477349852,56287;57236975164,37224;58738350255,759735;60071584216,13747;63062062076,82926;63892707778,498795;65173358594,45113;67313525746,999954;66117875823,11128;
145;Latvia;LVA;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12352432242,444918;12672116191,620699;13791939785,538277;14665787700,142965;15070003217,429684;15925336690,428513;16933134986,805464;18133200771,998825;19660468565,71484;21288743084,454685;23569880506,834763;26390064781,50898;29014029482,450386;28073162551,200386;24073218796,257027;22996919174,012886;23586657451,2539;25246525349,554287;25754168548,992176;26243522537,941006;27263090547,061707;27908574080,466396;28833209947,639442;29983505203,585144;30728393325,399597;29616466134,724598;
146;Macao SAR, China;MAC;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;5862847667,0444;6450473679,231202;6996142781,456949;7047385237,065123;7519113883,21196;8593944450,957464;9265255010,334349;9730793292,71644;10507225399,72799;10891715771,338314;12340260892,288847;12980275723,743961;13532249826,100466;13978299926,260208;13919720743,22715;13880859015,148468;13246346729,262018;12933962631,87438;13677264829,107939;14072301746,391535;15326194317,850615;17110280082,123573;21666846358,440582;23416541212,909397;26552075096,11919;30395947084,92833;31426757288,124527;31827182114,610775;39823068644,07418;48431457277,14938;52907663460,89071;58596722397,05817;57396479644,893555;45047964934,25172;44742115109,72687;49208806475,08905;52389965631,972336;51073940150,13377;23488188941,668034;
147;St. Martin (French part);MAF;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;Morocco;MAR;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;10661132938,93844;11730321048,557556;12890653826,488422;13968591615,016035;14626995645,808174;15445653037,632519;15822100261,976969;16385257990,438454;17302185211,12245;18609922704,326324;20622172954,658257;21871704993,06837;22360026542,8458;23431918634,312695;24285347729,895897;23861948494,59334;25999351993,10544;26359851098,10745;28051728175,29712;29736978404,12921;32493925124,622288;32388318543,606186;36234507800,22736;37265815296,556366;38537254939,07979;41318137230,46048;40451390650,25705;40151811011,79381;44403084922,57743;42002899315,67674;47199866080,341515;46463216658,36632;49826481077,49018;50365271041,74934;51328694703,13189;55085938450,0705;56805418286,32757;60191681383,07822;63079087391,51927;65155423664,615486;70090707003,67914;72566026312,99754;76864313557,19475;80126248490,88675;83183640110,58644;87547202071,65895;90182338940,17316;94272490564,62657;96789088975,02834;101179808076,3598;102252168737,7296;106602592855,80495;109958978323,14316;112826637548,35883;105726171616,0364;
149;Monaco;MCO;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;1765486764,6967087;1857787472,475881;1944143186,2020261;2071557616,2510345;2164251762,265739;2143201438,166831;2237751529,6715837;2317264124,4644003;2408878350,4128633;2494013047,7988567;2536048576,1050277;2559440539,604437;2621696101,8236685;2653024671,534031;2692409237,5520353;2738414425,68486;2805570333,917839;2875276809,798383;3007499331,5473113;3132721357,4354424;3215533410,877448;3248175187,6361036;3292566053,987448;3262474715,992176;3334758869,5893354;3405360794,071693;3443185158,073112;3520217775,1101522;3643540388,2871995;3763796999,4912553;3910970089,764524;3996531654,8840556;4037555855,6609654;4081465753,1908164;4182297729,8647933;4261569640,1468534;4508908437,482673;5159494282,987888;5193899586,01909;4606988900,734345;4703735663,002721;5032997159,41291;5083942060,651952;5570723958,394153;5971213721,6587715;6261622101,409076;6477745184,639016;6250961824,718087;6623286014,830725;7080667991,593567;6248493129,063331;
150;Moldova;MDA;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4435089561,780933;4174436678,081916;4243192342,811272;3965594551,8353853;3832023233,7339005;3912791402,376935;4151471694,076381;4475286471,331301;4770655380,129401;5123683863,465686;5507960160,330581;5772342239,769728;5945512520,79881;6409262506,021868;6024706737,112849;6452460920,496129;6827875834,038191;6787609520,1694355;7401471794,646274;7771517678,36914;7745231660,334246;8086710150,732894;8466041015,9670725;8830205885,88111;9155458065,711754;8517409875,672666;
151;Madagascar;MDG;GDP (constant 2015 US$);NY.GDP.MKTP.KD;4151435201,5249386;4236482862,705808;4332696341,413936;4292428191,2635403;4462516467,367959;4442334564,229496;4534048889,396566;4784716757,041065;5111454829,818987;5301663420,0433445;5581403335,129882;5800717046,052925;5726895871,981291;5576938344,609284;5688860770,241407;5760465984,854233;5583685441,101978;5715683784,96799;5563543373,0474825;6111811116,207261;6170038804,483832;5565375001,644389;5459632876,613166;5508769572,502684;5605733939,769138;5670555515,640297;5781711155,797247;5849641246,849643;6048934383,150672;6295421240,321889;6492398993,6766205;6082965486,220305;6154798309,692168;6284044346,515789;6281398682,109111;6386837757,807051;6524423302,691862;6765402395,604089;7030408254,350803;7360783100,3304825;7688842819,828608;8148653747,996742;7137571145,720781;7835974782,415195;8247912260,50503;8640170191,320293;9106610509,196966;9626649348,486576;10272850945,38359;9864124140,02762;9925206717,3149;10081868865,03112;10385448869,312263;10624353266,732994;10979122001,738707;11323020828,58436;11775165589,140905;12238319071,52912;12629254614,107079;13186360351,433083;12244773575,743004;
152;Maldives;MDV;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1407651006,0826986;1518273328,619332;1645777024,392487;1769122795,6633065;1878377730,6974225;1950616576,6662493;1873691391,2320483;2009878519,8661542;2286237817,6790743;2424183784,564316;2105911400,2351482;2655796318,6455307;2860660921,649889;3132004126,3595586;2905596513,3785415;3116691850,2824626;3383690536,0631146;3468871018,271601;3721442083,348001;3994209877,435174;4109424799,7240715;4369892497,951929;4684957819,545712;5065522982,520948;5414217823,038075;3600460152,8705373;
153;Middle East & North Africa;MEA;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;873544280817,8721;1015648290019,2976;1056226788497,5743;1007045616512,7329;1061032433076,5685;1064789266509,9816;1083463057021,6562;1051148001674,1099;1015894906925,7789;1007162145024,5725;997561232092,3931;1008521482449,8137;1004035045369,7902;1041824030730,5582;1069326081251,031;1210007494249,2166;1259923188078,7795;1318793745535,1545;1354427795424,8667;1388269470032,3894;1427013285618,9146;1496686512256,2834;1549917475732,409;1621331353495,5393;1651067503871,5344;1763163052684,7559;1785959961714,3086;1810450618365,5273;1899620263584,4026;2050635154020,105;2151935736801,7292;2277459934942,3267;2395886002501,8;2509985999411,424;2530491211267,2954;2657991473199,0625;2762764648306,988;2858417676947,914;2936861819378,5386;3023179370290,2944;3095509625416,1255;3237408170902,7246;3291123196960,3477;3339689547292,057;3378463990503,426;3243739545284,9756;
154;Mexico;MEX;GDP (constant 2015 US$);NY.GDP.MKTP.KD;141339651300,02197;148406633868,46243;155328934667,19464;167921275766,65964;187913110958,8278;201254941829,1224;213523723439,30505;226025377042,5509;247324378521,46484;255779459253,69022;272411477752,18033;282660871575,10364;305920490042,4486;329969266443,37067;349031020877,1998;369081055690,0326;385385005138,169;398452022146,3473;434141139975,7655;476244886369,09955;520217776787,93207;564569498226,9192;561629174878,2465;542048412869,77527;560536676756,2501;572799499048,9375;555163258083,4899;564725608284,5468;571972511758,02;595454896596,6802;626274262888,7828;652670187687,2803;675781907471,6575;688899887486,4456;722938986701,8708;677457226352,7263;723343156837,8453;772869394254,0701;812779791419,35;835160123888,6558;876437526455,2683;872893299631,6522;872545499822,6404;885165846839,5101;919869577686,5071;941098392797,5804;983401498615,0286;1005935610109,3851;1017439334703,6921;963660094723,9166;1012981356870,8718;1050086944297,4181;1088334499223,1228;1103071549191,517;1134506587182,8638;1171867608197,7246;1202693965604,1748;1228108442202,2202;1255065357728,626;1252848919131,0215;1148749268216,8308;
155;Marshall Islands;MHL;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;79709217,7151777;83560152,0559248;96518663,4652138;100250099,974495;93977157,8437121;117041501,173423;128000979,16551101;137971035,302767;135637105,111848;139267088,34076998;139389400,0;149343000,0;158312900,0;167618100,0;181385000,0;162697000,0;152210100,0;150962900,0;149068100,0;151086600,0;161399900,0;167438600,0;164733000,0;166296800,0;170210500,0;169613300,0;175092500,00000003;164272500,00000003;169503800,00000003;180807400,00000003;179700300,00000003;175575800,00000003;182630400,00000003;180894800,00000003;183814300,0;186228256,22558597;192281707,763672;199155300,0;212388500,0;207699800,0;
156;Middle income;MIC;GDP (constant 2015 US$);NY.GDP.MKTP.KD;1941640105266,9382;1964231869717,5742;2028630515544,8691;2125652980962,1384;2295414959345,226;2433731280039,2705;2552642072988,9995;2635939549050,0938;2790091979970,028;3022525119538,642;3279504617955,457;3493840109778,8877;3712345518713,6597;3978862105476,453;4213759435719,5376;4386622698442,5747;4654407971770,355;4861928195897,0625;5036398432450,715;5269831586569,673;5506541077168,318;5620917022622,704;5786970156586,532;5889461093392,817;6172774515922,918;6452934878645,845;6713296914384,337;7037227607399,205;7327052878407,291;7550500303673,824;7711133994377,93;7813361840742,525;7930362541069,256;8203734326594,959;8481725407376,392;8809736206624,834;9287634562387,72;9758564061328,271;10007841981577,598;10383656417708,48;10990216387793,943;11400189148517,672;11943720792852,357;12658285649603,715;13638566861491,44;14630599848600,494;15837447405433,87;17250568209570,535;18281201659992,887;18855703160914,465;20336263509204,01;21637593304119,438;22814265354048,5;24066271377126,203;25253312022971,027;26380350797716,562;27607303530080,195;29042563515612,0;30450419477588,703;31663365601529,246;31226518398513,59;
157;North Macedonia;MKD;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7293739493,871436;6843659776,92566;6394359915,802237;5916747824,604088;5812721565,320922;5747925548,248802;5816044437,442537;5899794391,869563;6099132848,098162;6363775924,832721;6653272732,5721445;6449199783,935168;6545529254,329994;6691010296,017365;7003754111,034087;7334617663,508439;7711398818,385262;8210595207,424651;8659879091,315006;8628823478,297073;8918644160,887085;9127330271,029022;9085692921,569298;9351472850,130878;9690849350,124695;10064515432,026518;10351173483,2755;10463149656,094368;10764550800,81281;11185489898,548973;10602899914,67506;
158;Mali;MLI;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;2003673119,9589593;2077977538,2437844;2082777654,2949839;2210596778,8265295;2267386922,1714907;2399893386,4565196;2364972158,560723;2328815846,8865323;2599541833,40786;2953688817,2390895;3141208099,4523416;3095237262,3782516;3417008137,077174;3269193836,756587;3318519573,8380146;3073664828,9620404;3129632385,681482;3120649991,586633;3753724863,157207;3854798442,6358285;3849433939,7877455;4133896369,7236004;4306585265,12911;4198817486,3274317;4691977157,008437;4540958248,202009;4685005080,696099;4862095183,032911;4906876168,6657295;5253094821,172819;5506768048,656286;5923722223,000904;6261430289,165001;6257621149,813489;7219807962,178096;7444077452,689893;8122906001,765151;8249623226,589195;8788717854,20238;9198464304,708817;9519823400,15338;9974218382,538599;10453611461,615627;11009109608,999697;11362847028,77247;11267770152,554867;11526373172,274117;12342980274,42402;13104764333,994068;13871694352,197514;14607651004,213005;15301000869,70671;16028741076,258776;15830713922,971321;
159;Malta;MLT;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;948889936,7580167;972175635,1936097;1028934428,048375;1071595473,2053705;1179145123,710197;1409786863,4195058;1649691556,640409;1850692777,0997455;2057251525,5741715;2273073116,609343;2433318207,034285;2513903916,564963;2571332852,546323;2555586264,2849226;2579669366,470654;2646361034,061911;2749177188,5054927;2862182514,146234;3103013314,1018534;3356812049,2621775;3568002219,016976;3791233995,3400645;3969078220,348386;4146922667,2584047;4381269610,562521;4659151336,957727;4835143126,594918;5089325640,741152;5350184178,408964;5602711527,793186;6705396316,431819;6626628203,705757;6796618661,932763;7073517585,70953;7083439476,311993;7323114279,374236;7506934871,851769;7865368911,572174;8166326195,495397;8073730389,43748;8521308887,162988;8561107733,27416;8913629091,31255;9401503716,853434;10119171086,208809;11091434483,5238;11545175909,920115;12482577842,442139;13129078609,248087;13856372628,222237;12886270020,56341;
160;Myanmar;MMR;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;3221543699,282232;3295106647,1198835;3585432710,1861463;3697499340,5878525;3776902718,8712506;3872307116,405787;3664163857,4797287;3766485577,123779;4046193978,0846925;4214078608,228059;4405580253,043407;4549456113,943306;4581910976,030965;4681419902,098136;4902947814,900938;5154770982,598597;5464802182,489264;5805982029,138551;6144980075,928041;6550831351,64115;7017049637,283936;7435843761,262624;7806219935,734966;8170593091,536377;8486534447,39467;8560313025,539662;8344280219,9928255;7709784448,16201;7379702158,740944;7619405807,877107;7700101235,9970255;8045707639,95103;8670596693,17297;9258442998,111143;9925370809,888945;10589070464,567146;11228100136,639145;11875046112,356474;12881816573,360825;14481505242,657553;16287020221,57129;18193097628,448223;20555712394,54137;23370876272,293194;26541589503,12052;30073444130,635635;33832770892,29146;37579502495,02605;41491470232,18397;45669365074,46341;49103727463,38135;52288474433,65041;56418568204,3775;61044701089,941315;63045306513,93229;69669969114,94308;73676037276,38797;78394970758,00748;83686992015,67058;86343028344,73775;
161;Middle East & North Africa (excluding high income);MNA;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;193332859195,81467;206205592572,4532;224556332086,53665;249045398450,6056;279657762764,55023;304964057380,7965;331506318562,77844;376408818961,62775;400806885302,23175;428015339924,35443;433658068707,1517;499230212376,3821;496804450486,36096;472483511824,5297;462850386358,8636;419562499542,78705;420857648621,6675;481539672188,06995;502538698698,2655;498096462529,5089;515356634200,07697;503880579835,5524;513987531874,62836;515852865205,0218;525714495719,43646;588928299146,5698;583519469524,9847;613400578091,6879;631932533491,6366;645274040965,0879;664481879651,945;705163098895,9026;730660741560,2429;780144240752,3969;813142758189,7239;862727903063,7247;883272364473,644;909099318612,6154;926939597357,47;1000430893801,1693;1043984404938,6726;1097316142753,655;1164237659738,4038;1210719594946,8665;1246908613202,1045;1312854440667,4795;1306388936251,9585;1330681949905,9458;1349954069530,0764;1376781723152,619;1385866266853,226;1478916384520,1187;1520573326965,316;1529683671132,2126;1538200834048,0386;1484549700027,437;
162;Montenegro;MNE;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2734784269,897173;2868788882,716464;2599122687,387329;2679695495,471018;2709167931,2606115;2760748698,46685;2829288684,455005;2954514499,9651604;3078030978,2727036;3341708024,464762;3569283357,6790037;3827083863,9160595;3605300641,930839;3703881497,994896;3823459498,0191193;3719316461,0674434;3851314255,1511946;3920010092,8727584;4052913385,8267717;4172445162,7411265;4369237089,990285;4591102091,323736;4777636043,805721;4046328370,4822993;
163;Mongolia;MNG;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;2484401249,4950027;2691653383,377568;2848685463,361928;3017709920,79536;3190107833,7822046;3489180268,148318;3609858748,1526546;3794249333,5077243;3952780497,657235;3826905776,784587;3494212011,249822;3170771474,777014;3070296336,2457623;3135828209,8899703;3335782003,005782;3410339861,1906643;3543231037,8048573;3661572708,0542326;3773996501,7753153;3817248846,7277675;3929961155,904621;4115965371,1107063;4404273704,5703335;4872245665,266816;5225662065,264375;5672781981,915578;6254129607,435115;6810770154,341104;6724368796,321966;7152385742,493968;8389088853,156093;9422609486,794153;10520241368,811047;11349786121,941875;11619892396,076717;11793003750,172815;12457760794,194128;13422599495,652761;14174566299,89851;13528524724,647274;
164;Northern Mariana Islands;MNP;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1607115151,5151517;1612630303,0303032;1562993939,3939395;1364448484,848485;1270690909,0909092;1185757575,757576;1054496969,6969699;869187878,7878789;881321212,1212121;816242424,2424242;822860606,060606;844921212,1212121;880218181,8181819;910000000,0;1175830303,030303;1448278787,8787878;1168109090,909091;1037951515,1515151;;
165;Mozambique;MOZ;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;2817483494,794667;2958357752,633516;2754231084,2859993;2321816747,9058123;2170898662,0816875;2192607577,514279;2142177690,358877;2457077819,8994336;2658558082,6872716;2831364479,0700545;2859677920,9406614;3000529963,05723;2816756040,8094473;3115290765,617195;3318825062,1514993;3393822449,704572;3774016074,9406433;4200520222,3641243;4617684468,831909;5157885381,543696;5218763943,393448;5849549386,5495405;6393034055,104605;6832781004,100428;7373691814,951678;7863740609,865478;8626081042,190138;9292855217,422438;9972883624,84051;10602990082,024534;11292433937,927183;12130037161,687798;13010488540,38523;13916487848,665031;14946100983,060757;15950969018,945787;16560968260,221361;17180566679,332977;17772233412,377243;18183590595,08699;17959222232,32384;
